File,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD,HCLOC,HCWORD
C:\wamp\www\internship\protected\modules\icteAdmin\views\requestInternship\view.php,41,34,2,0,5,0,2,8,0,0
C:\wamp\www\internship\protected\modules\icteAdmin\views\requestInternship\_form.php,137,98,3,0,32,31,7,143,0,0
C:\wamp\www\internship\protected\modules\icteAdmin\views\requestInternship\_search.php,95,72,0,0,20,0,3,12,0,0
C:\wamp\www\internship\protected\modules\icteAdmin\views\requestInternship\_view.php,71,27,0,0,10,2,34,89,0,0
C:\wamp\www\internship\protected\modules\icteAdmin\views\requests\all.php,4,2,0,0,2,0,0,0,0,0
C:\wamp\www\internship\protected\modules\icteAdmin\views\site\contact.php,85,63,2,0,19,0,3,12,0,0
C:\wamp\www\internship\protected\modules\icteAdmin\views\site\error.php,15,10,2,0,3,0,2,8,0,0
C:\wamp\www\internship\protected\modules\icteAdmin\views\site\index.php,18,12,2,0,5,0,1,4,0,0
C:\wamp\www\internship\protected\modules\icteAdmin\views\site\login.php,54,40,2,0,11,0,3,12,0,0
C:\wamp\www\internship\protected\modules\icteAdmin\views\site\viewInternshipPosition.php,32,18,3,0,11,0,3,10,0,0
C:\wamp\www\internship\protected\modules\icteAdmin\views\site\_viewInternshipPosition.php,25,14,0,0,9,0,2,6,0,0
C:\wamp\www\internship\protected\modules\icteAdmin\views\site\pages\about.php,13,9,2,0,3,0,1,4,0,0
C:\wamp\www\internship\protected\modules\icteAdmin\views\student\admin.php,73,49,11,2,8,0,16,21,0,0
C:\wamp\www\internship\protected\modules\icteAdmin\views\student\create.php,18,12,2,0,4,0,2,8,0,0
C:\wamp\www\internship\protected\modules\icteAdmin\views\student\index.php,21,14,2,0,5,0,2,8,0,0
C:\wamp\www\internship\protected\modules\icteAdmin\views\student\update.php,23,15,2,0,6,0,2,8,0,0
C:\wamp\www\internship\protected\modules\icteAdmin\views\student\view.php,48,41,2,0,5,0,2,8,0,0
C:\wamp\www\internship\protected\modules\icteAdmin\views\student\_form.php,190,141,1,0,42,49,7,245,0,0
C:\wamp\www\internship\protected\modules\icteAdmin\views\student\_search.php,110,84,0,0,23,0,3,12,0,0
C:\wamp\www\internship\protected\modules\icteAdmin\views\student\_view.php,83,27,0,0,10,2,46,119,0,0
C:\wamp\www\internship\protected\modules\icteAdmin\views\users\admin.php,67,49,11,2,8,0,10,15,0,0
C:\wamp\www\internship\protected\modules\icteAdmin\views\users\create.php,18,12,2,0,4,0,2,8,0,0
C:\wamp\www\internship\protected\modules\icteAdmin\views\users\index.php,21,14,2,0,5,0,2,8,0,0
C:\wamp\www\internship\protected\modules\icteAdmin\views\users\update.php,21,15,2,0,4,0,2,8,0,0
C:\wamp\www\internship\protected\modules\icteAdmin\views\users\view.php,38,31,2,0,5,0,2,8,0,0
C:\wamp\www\internship\protected\modules\icteAdmin\views\users\_form.php,94,69,0,0,18,23,7,119,0,0
C:\wamp\www\internship\protected\modules\icteAdmin\views\users\_search.php,75,56,0,0,16,0,3,12,0,0
C:\wamp\www\internship\protected\modules\icteAdmin\views\users\_view.php,59,27,0,0,10,2,22,59,0,0
C:\wamp\www\internship\protected\modules\mechAdmin\AdminModule.php,29,20,7,3,4,0,5,45,0,0
C:\wamp\www\internship\protected\modules\mechAdmin\controllers\CompanyController.php,200,112,60,13,33,9,55,328,0,0
C:\wamp\www\internship\protected\modules\mechAdmin\controllers\DefaultController.php,111,73,33,8,10,1,28,126,0,0
C:\wamp\www\internship\protected\modules\mechAdmin\controllers\InternshipPositionController.php,174,102,38,11,20,8,52,321,0,0
C:\wamp\www\internship\protected\modules\mechAdmin\controllers\ProfessorController.php,212,127,61,13,33,9,52,323,0,0
C:\wamp\www\internship\protected\modules\mechAdmin\controllers\RequestInternshipController.php,174,102,38,11,20,8,52,321,0,0
C:\wamp\www\internship\protected\modules\mechAdmin\controllers\RequestsController.php,171,107,42,11,29,8,35,232,0,0
C:\wamp\www\internship\protected\modules\mechAdmin\controllers\SiteController.php,161,100,52,15,30,1,31,137,0,0
C:\wamp\www\internship\protected\modules\mechAdmin\controllers\StudentController.php,199,112,60,13,30,9,57,328,0,0
C:\wamp\www\internship\protected\modules\mechAdmin\controllers\UsersController.php,174,102,38,11,20,8,52,321,0,0
C:\wamp\www\internship\protected\modules\mechAdmin\views\company\admin.php,57,47,11,2,8,0,2,8,0,0
C:\wamp\www\internship\protected\modules\mechAdmin\views\company\create.php,18,12,2,0,4,0,2,8,0,0
C:\wamp\www\internship\protected\modules\mechAdmin\views\company\index.php,21,14,2,0,5,0,2,8,0,0
C:\wamp\www\internship\protected\modules\mechAdmin\views\company\update.php,21,15,2,0,4,0,2,8,0,0
C:\wamp\www\internship\protected\modules\mechAdmin\views\company\view.php,30,23,2,0,5,0,2,8,0,0
C:\wamp\www\internship\protected\modules\mechAdmin\views\company\_form.php,86,59,0,0,20,19,7,121,0,0
C:\wamp\www\internship\protected\modules\mechAdmin\views\company\_search.php,40,28,0,0,9,0,3,12,0,0
C:\wamp\www\internship\protected\modules\mechAdmin\views\company\_view.php,25,16,0,0,7,0,2,8,0,0
C:\wamp\www\internship\protected\modules\mechAdmin\views\default\index.php,17,14,1,0,2,0,1,4,0,0
C:\wamp\www\internship\protected\modules\mechAdmin\views\internshipPosition\admin.php,93,49,11,2,8,0,36,41,0,0
C:\wamp\www\internship\protected\modules\mechAdmin\views\internshipPosition\create.php,18,12,2,0,4,0,2,8,0,0
C:\wamp\www\internship\protected\modules\mechAdmin\views\internshipPosition\index.php,21,14,2,0,5,0,2,8,0,0
C:\wamp\www\internship\protected\modules\mechAdmin\views\internshipPosition\update.php,21,15,2,0,4,0,2,8,0,0
C:\wamp\www\internship\protected\modules\mechAdmin\views\internshipPosition\view.php,64,57,2,0,5,0,2,8,0,0
C:\wamp\www\internship\protected\modules\mechAdmin\views\internshipPosition\_form.php,275,223,2,0,45,79,7,287,0,0
C:\wamp\www\internship\protected\modules\mechAdmin\views\internshipPosition\_search.php,210,164,0,0,43,0,3,12,0,0
C:\wamp\www\internship\protected\modules\mechAdmin\views\internshipPosition\_view.php,163,27,0,0,10,2,126,319,0,0
C:\wamp\www\internship\protected\modules\mechAdmin\views\professor\admin.php,56,46,11,2,8,0,2,8,0,0
C:\wamp\www\internship\protected\modules\mechAdmin\views\professor\create.php,18,12,2,0,4,0,2,8,0,0
C:\wamp\www\internship\protected\modules\mechAdmin\views\professor\index.php,21,14,2,0,5,0,2,8,0,0
C:\wamp\www\internship\protected\modules\mechAdmin\views\professor\update.php,21,15,2,0,4,0,2,8,0,0
C:\wamp\www\internship\protected\modules\mechAdmin\views\professor\view.php,33,27,3,0,4,1,2,10,0,0
C:\wamp\www\internship\protected\modules\mechAdmin\views\professor\_form.php,90,59,0,0,24,19,7,107,0,0
C:\wamp\www\internship\protected\modules\mechAdmin\views\professor\_search.php,35,24,0,0,8,0,3,12,0,0
C:\wamp\www\internship\protected\modules\mechAdmin\views\professor\_view.php,21,13,0,0,6,0,2,8,0,0
C:\wamp\www\internship\protected\modules\mechAdmin\views\requestInternship\admin.php,70,49,11,2,8,0,13,18,0,0
C:\wamp\www\internship\protected\modules\mechAdmin\views\requestInternship\create.php,18,12,2,0,4,0,2,8,0,0
C:\wamp\www\internship\protected\modules\mechAdmin\views\requestInternship\index.php,21,14,2,0,5,0,2,8,0,0
C:\wamp\www\internship\protected\modules\mechAdmin\views\requestInternship\update.php,21,15,2,0,4,0,2,8,0,0
C:\wamp\www\internship\protected\modules\mechAdmin\views\requestInternship\view.php,41,34,2,0,5,0,2,8,0,0
C:\wamp\www\internship\protected\modules\mechAdmin\views\requestInternship\_form.php,137,98,3,0,32,31,7,143,0,0
C:\wamp\www\internship\protected\modules\mechAdmin\views\requestInternship\_search.php,95,72,0,0,20,0,3,12,0,0
C:\wamp\www\internship\protected\modules\mechAdmin\views\requestInternship\_view.php,71,27,0,0,10,2,34,89,0,0
C:\wamp\www\internship\protected\modules\mechAdmin\views\requests\all.php,4,2,0,0,2,0,0,0,0,0
C:\wamp\www\internship\protected\modules\mechAdmin\views\site\contact.php,85,63,2,0,19,0,3,12,0,0
C:\wamp\www\internship\protected\modules\mechAdmin\views\site\error.php,15,10,2,0,3,0,2,8,0,0
C:\wamp\www\internship\protected\modules\mechAdmin\views\site\index.php,18,12,2,0,5,0,1,4,0,0
C:\wamp\www\internship\protected\modules\mechAdmin\views\site\login.php,54,40,2,0,11,0,3,12,0,0
C:\wamp\www\internship\protected\modules\mechAdmin\views\site\viewInternshipPosition.php,32,18,3,0,11,0,3,10,0,0
C:\wamp\www\internship\protected\modules\mechAdmin\views\site\_viewInternshipPosition.php,25,14,0,0,9,0,2,6,0,0
C:\wamp\www\internship\protected\modules\mechAdmin\views\site\pages\about.php,13,9,2,0,3,0,1,4,0,0
C:\wamp\www\internship\protected\modules\mechAdmin\views\student\admin.php,73,49,11,2,8,0,16,21,0,0
C:\wamp\www\internship\protected\modules\mechAdmin\views\student\create.php,18,12,2,0,4,0,2,8,0,0
C:\wamp\www\internship\protected\modules\mechAdmin\views\student\index.php,21,14,2,0,5,0,2,8,0,0
C:\wamp\www\internship\protected\modules\mechAdmin\views\student\update.php,23,15,2,0,6,0,2,8,0,0
C:\wamp\www\internship\protected\modules\mechAdmin\views\student\view.php,48,41,2,0,5,0,2,8,0,0
C:\wamp\www\internship\protected\modules\mechAdmin\views\student\_form.php,190,141,1,0,42,49,7,245,0,0
C:\wamp\www\internship\protected\modules\mechAdmin\views\student\_search.php,110,84,0,0,23,0,3,12,0,0
C:\wamp\www\internship\protected\modules\mechAdmin\views\student\_view.php,83,27,0,0,10,2,46,119,0,0
C:\wamp\www\internship\protected\modules\mechAdmin\views\users\admin.php,67,49,11,2,8,0,10,15,0,0
C:\wamp\www\internship\protected\modules\mechAdmin\views\users\create.php,18,12,2,0,4,0,2,8,0,0
C:\wamp\www\internship\protected\modules\mechAdmin\views\users\index.php,21,14,2,0,5,0,2,8,0,0
C:\wamp\www\internship\protected\modules\mechAdmin\views\users\update.php,21,15,2,0,4,0,2,8,0,0
C:\wamp\www\internship\protected\modules\mechAdmin\views\users\view.php,38,31,2,0,5,0,2,8,0,0
C:\wamp\www\internship\protected\modules\mechAdmin\views\users\_form.php,94,69,0,0,18,23,7,119,0,0
C:\wamp\www\internship\protected\modules\mechAdmin\views\users\_search.php,75,56,0,0,16,0,3,12,0,0
C:\wamp\www\internship\protected\modules\mechAdmin\views\users\_view.php,59,27,0,0,10,2,22,59,0,0
C:\wamp\www\internship\protected\modules\nuredAdmin\NuredAdminModule.php,29,20,7,3,4,0,5,45,0,0
C:\wamp\www\internship\protected\modules\nuredAdmin\controllers\DefaultController.php,9,8,3,0,1,0,0,0,0,0
C:\wamp\www\internship\protected\modules\nuredAdmin\views\default\index.php,17,14,1,0,2,0,1,4,0,0
C:\wamp\www\internship\protected\modules\ProfessorAdmin\ProfessorAdminModule.php,29,20,7,3,4,0,5,45,0,0
C:\wamp\www\internship\protected\modules\ProfessorAdmin\controllers\DefaultController.php,157,89,32,9,18,8,50,311,0,0
C:\wamp\www\internship\protected\modules\ProfessorAdmin\controllers\InternshipPositionController.php,183,95,49,13,36,6,52,303,0,0
C:\wamp\www\internship\protected\modules\ProfessorAdmin\controllers\SiteController.php,165,103,54,15,31,1,31,137,0,0
C:\wamp\www\internship\protected\modules\ProfessorAdmin\views\default\admin.php,56,46,11,2,8,0,2,8,0,0
C:\wamp\www\internship\protected\modules\ProfessorAdmin\views\default\create.php,18,12,2,0,4,0,2,8,0,0
C:\wamp\www\internship\protected\modules\ProfessorAdmin\views\default\index.php,17,14,1,0,2,0,1,4,0,0
C:\wamp\www\internship\protected\modules\ProfessorAdmin\views\default\update.php,21,15,2,0,4,0,2,8,0,0
C:\wamp\www\internship\protected\modules\ProfessorAdmin\views\default\view.php,29,22,2,0,5,0,2,8,0,0
C:\wamp\www\internship\protected\modules\ProfessorAdmin\views\default\_form.php,36,19,0,0,10,3,7,59,0,0
C:\wamp\www\internship\protected\modules\ProfessorAdmin\views\default\_search.php,35,24,0,0,8,0,3,12,0,0
C:\wamp\www\internship\protected\modules\ProfessorAdmin\views\default\_view.php,21,13,0,0,6,0,2,8,0,0
C:\wamp\www\internship\protected\modules\ProfessorAdmin\views\internshipPosition\admin.php,86,40,11,2,10,0,36,41,0,0
C:\wamp\www\internship\protected\modules\ProfessorAdmin\views\internshipPosition\create.php,18,12,2,0,4,0,2,8,0,0
C:\wamp\www\internship\protected\modules\ProfessorAdmin\views\internshipPosition\index.php,21,12,2,0,5,0,4,14,0,0
C:\wamp\www\internship\protected\modules\ProfessorAdmin\views\internshipPosition\update.php,21,13,2,0,4,0,4,14,0,0
C:\wamp\www\internship\protected\modules\ProfessorAdmin\views\internshipPosition\view.php,140,81,18,4,48,0,11,33,0,0
C:\wamp\www\internship\protected\modules\ProfessorAdmin\views\internshipPosition\_form.php,78,41,10,1,29,4,8,67,0,0
C:\wamp\www\internship\protected\modules\ProfessorAdmin\views\internshipPosition\_search.php,210,164,0,0,43,0,3,12,0,0
C:\wamp\www\internship\protected\modules\ProfessorAdmin\views\internshipPosition\_view.php,168,23,0,0,17,1,128,320,0,0
C:\wamp\www\internship\protected\modules\ProfessorAdmin\views\site\contact.php,85,63,2,0,19,0,3,12,0,0
C:\wamp\www\internship\protected\modules\ProfessorAdmin\views\site\error.php,15,10,2,0,3,0,2,8,0,0
C:\wamp\www\internship\protected\modules\ProfessorAdmin\views\site\index.php,19,12,2,0,6,0,1,4,0,0
C:\wamp\www\internship\protected\modules\ProfessorAdmin\views\site\login.php,54,40,2,0,11,0,3,12,0,0
C:\wamp\www\internship\protected\modules\ProfessorAdmin\views\site\viewInternshipPosition.php,32,18,3,0,11,0,3,10,0,0
C:\wamp\www\internship\protected\modules\ProfessorAdmin\views\site\_viewInternshipPosition.php,25,14,0,0,9,0,2,6,0,0
C:\wamp\www\internship\protected\modules\ProfessorAdmin\views\site\pages\about.php,13,9,2,0,3,0,1,4,0,0
C:\wamp\www\internship\protected\modules\StudentAdmin\StudentAdminModule.php,29,20,7,3,4,0,5,45,0,0
C:\wamp\www\internship\protected\modules\StudentAdmin\controllers\CompanyController.php,195,104,60,13,37,7,54,307,0,0
C:\wamp\www\internship\protected\modules\StudentAdmin\controllers\DefaultController.php,157,89,32,9,18,8,50,311,0,0
C:\wamp\www\internship\protected\modules\StudentAdmin\controllers\InternshipPositionController.php,229,125,67,14,41,7,63,337,0,0
C:\wamp\www\internship\protected\modules\StudentAdmin\controllers\RequestInternshipController.php,243,129,71,16,51,6,63,335,0,0
C:\wamp\www\internship\protected\modules\StudentAdmin\controllers\SiteController.php,171,105,56,15,34,1,32,138,0,0
C:\wamp\www\internship\protected\modules\StudentAdmin\views\company\admin.php,57,47,11,2,8,0,2,8,0,0
C:\wamp\www\internship\protected\modules\StudentAdmin\views\company\create.php,18,12,2,0,4,0,2,8,0,0
C:\wamp\www\internship\protected\modules\StudentAdmin\views\company\index.php,21,14,2,0,5,0,2,8,0,0
C:\wamp\www\internship\protected\modules\StudentAdmin\views\company\update.php,21,15,2,0,4,0,2,8,0,0
C:\wamp\www\internship\protected\modules\StudentAdmin\views\company\view.php,27,18,2,0,7,0,2,8,0,0
C:\wamp\www\internship\protected\modules\StudentAdmin\views\company\_form.php,86,59,0,0,20,19,7,121,0,0
C:\wamp\www\internship\protected\modules\StudentAdmin\views\company\_search.php,40,28,0,0,9,0,3,12,0,0
C:\wamp\www\internship\protected\modules\StudentAdmin\views\company\_view.php,25,16,0,0,7,0,2,8,0,0
C:\wamp\www\internship\protected\modules\StudentAdmin\views\default\admin.php,67,49,11,2,8,0,10,15,0,0
C:\wamp\www\internship\protected\modules\StudentAdmin\views\default\create.php,18,12,2,0,4,0,2,8,0,0
C:\wamp\www\internship\protected\modules\StudentAdmin\views\default\index.php,17,14,1,0,2,0,1,4,0,0
C:\wamp\www\internship\protected\modules\StudentAdmin\views\default\index_1.php,21,14,2,0,5,0,2,8,0,0
C:\wamp\www\internship\protected\modules\StudentAdmin\views\default\update.php,21,15,2,0,4,0,2,8,0,0
C:\wamp\www\internship\protected\modules\StudentAdmin\views\default\view.php,38,31,2,0,5,0,2,8,0,0
C:\wamp\www\internship\protected\modules\StudentAdmin\views\default\_form.php,85,60,0,0,18,19,7,107,0,0
C:\wamp\www\internship\protected\modules\StudentAdmin\views\default\_search.php,75,56,0,0,16,0,3,12,0,0
C:\wamp\www\internship\protected\modules\StudentAdmin\views\default\_view.php,59,27,0,0,10,2,22,59,0,0
C:\wamp\www\internship\protected\modules\StudentAdmin\views\internshipPosition\admin.php,95,45,12,2,9,1,41,50,0,0
C:\wamp\www\internship\protected\modules\StudentAdmin\views\internshipPosition\create.php,18,12,2,0,4,0,2,8,0,0
C:\wamp\www\internship\protected\modules\StudentAdmin\views\internshipPosition\index.php,24,15,3,0,5,0,4,22,0,0
C:\wamp\www\internship\protected\modules\StudentAdmin\views\internshipPosition\myindex.php,158,91,20,5,60,0,7,31,0,0
C:\wamp\www\internship\protected\modules\StudentAdmin\views\internshipPosition\update.php,21,12,2,0,4,0,5,18,0,0
C:\wamp\www\internship\protected\modules\StudentAdmin\views\internshipPosition\view.php,65,39,12,2,23,0,3,18,0,0
C:\wamp\www\internship\protected\modules\StudentAdmin\views\internshipPosition\_form.php,167,104,23,4,51,23,12,154,0,0
C:\wamp\www\internship\protected\modules\StudentAdmin\views\internshipPosition\_search.php,210,164,0,0,43,0,3,12,0,0
C:\wamp\www\internship\protected\modules\StudentAdmin\views\internshipPosition\_view.php,185,32,4,1,23,1,130,334,0,0
C:\wamp\www\internship\protected\modules\StudentAdmin\views\requestInternship\admin.php,70,49,11,2,8,0,13,18,0,0
C:\wamp\www\internship\protected\modules\StudentAdmin\views\requestInternship\create.php,21,12,2,0,5,0,4,14,0,0
C:\wamp\www\internship\protected\modules\StudentAdmin\views\requestInternship\index.php,63,29,10,0,16,0,18,45,0,0
C:\wamp\www\internship\protected\modules\StudentAdmin\views\requestInternship\update.php,21,15,2,0,4,0,2,8,0,0
C:\wamp\www\internship\protected\modules\StudentAdmin\views\requestInternship\view.php,39,20,4,0,12,0,7,33,0,0
C:\wamp\www\internship\protected\modules\StudentAdmin\views\requestInternship\_form.php,55,35,5,0,13,3,7,65,0,0
C:\wamp\www\internship\protected\modules\StudentAdmin\views\requestInternship\_search.php,95,72,0,0,20,0,3,12,0,0
C:\wamp\www\internship\protected\modules\StudentAdmin\views\requestInternship\_view.php,73,25,0,0,12,4,36,100,0,0
C:\wamp\www\internship\protected\modules\StudentAdmin\views\site\contact.php,85,63,2,0,19,0,3,12,0,0
C:\wamp\www\internship\protected\modules\StudentAdmin\views\site\error.php,15,10,2,0,3,0,2,8,0,0
C:\wamp\www\internship\protected\modules\StudentAdmin\views\site\index.php,22,12,2,0,9,0,1,4,0,0
C:\wamp\www\internship\protected\modules\StudentAdmin\views\site\login.php,54,40,2,0,11,0,3,12,0,0
C:\wamp\www\internship\protected\modules\StudentAdmin\views\site\viewInternshipPosition.php,32,18,3,0,11,0,3,10,0,0
C:\wamp\www\internship\protected\modules\StudentAdmin\views\site\_viewInternshipPosition.php,25,14,0,0,9,0,2,6,0,0
C:\wamp\www\internship\protected\modules\StudentAdmin\views\site\pages\about.php,13,9,2,0,3,0,1,4,0,0
